"","YYYYMM","Value","energy_type","sector"
"6919",198810,556.538,"Electrical Energy"," Industrial Sector "
"6920",198811,556.651,"Electrical Energy"," Industrial Sector "
"6921",198812,580.788,"Electrical Energy"," Industrial Sector "
"6922",198813,6756.742,"Electrical Energy"," Industrial Sector "
"6923",198901,565.885,"Electrical Energy"," Industrial Sector "
"6924",198902,549.081,"Electrical Energy"," Industrial Sector "
"6925",198903,575.372,"Electrical Energy"," Industrial Sector "
"6926",198904,565.43,"Electrical Energy"," Industrial Sector "
"6927",198905,639.273,"Electrical Energy"," Industrial Sector "
"6928",198906,637.046,"Electrical Energy"," Industrial Sector "
"6929",198907,650.884,"Electrical Energy"," Industrial Sector "
"6930",198908,653.257,"Electrical Energy"," Industrial Sector "
"6931",198909,571.805,"Electrical Energy"," Industrial Sector "
"6932",198910,616.495,"Electrical Energy"," Industrial Sector "
"6933",198911,610.711,"Electrical Energy"," Industrial Sector "
"6934",198912,651.314,"Electrical Energy"," Industrial Sector "
"6935",198913,7287.656,"Electrical Energy"," Industrial Sector "
"6936",199001,546.839,"Electrical Energy"," Industrial Sector "
"6937",199002,552.222,"Electrical Energy"," Industrial Sector "
"6938",199003,612.584,"Electrical Energy"," Industrial Sector "
"6939",199004,589.859,"Electrical Energy"," Industrial Sector "
"6940",199005,647.794,"Electrical Energy"," Industrial Sector "
"6941",199006,683.489,"Electrical Energy"," Industrial Sector "
"6942",199007,658.168,"Electrical Energy"," Industrial Sector "
"6943",199008,689.506,"Electrical Energy"," Industrial Sector "
"6944",199009,586.241,"Electrical Energy"," Industrial Sector "
"6945",199010,622.444,"Electrical Energy"," Industrial Sector "
"6946",199011,589.285,"Electrical Energy"," Industrial Sector "
"6947",199012,629.686,"Electrical Energy"," Industrial Sector "
"6948",199013,7403.614,"Electrical Energy"," Industrial Sector "
"6949",199101,597.268,"Electrical Energy"," Industrial Sector "
"6950",199102,518.971,"Electrical Energy"," Industrial Sector "
"6951",199103,589.547,"Electrical Energy"," Industrial Sector "
"6952",199104,577.256,"Electrical Energy"," Industrial Sector "
"6953",199105,671.184,"Electrical Energy"," Industrial Sector "
"6954",199106,644.938,"Electrical Energy"," Industrial Sector "
"6955",199107,670.411,"Electrical Energy"," Industrial Sector "
"6956",199108,670.939,"Electrical Energy"," Industrial Sector "
"6957",199109,582.148,"Electrical Energy"," Industrial Sector "
"6958",199110,617.618,"Electrical Energy"," Industrial Sector "
"6959",199111,603.732,"Electrical Energy"," Industrial Sector "
"6960",199112,600.211,"Electrical Energy"," Industrial Sector "
"6961",199113,7345.118,"Electrical Energy"," Industrial Sector "
"6962",199201,600.372,"Electrical Energy"," Industrial Sector "
"6963",199202,547.297,"Electrical Energy"," Industrial Sector "
"6964",199203,613.328,"Electrical Energy"," Industrial Sector "
"6965",199204,584.217,"Electrical Energy"," Industrial Sector "
"6966",199205,633.998,"Electrical Energy"," Industrial Sector "
"6967",199206,672.803,"Electrical Energy"," Industrial Sector "
"6968",199207,694.85,"Electrical Energy"," Industrial Sector "
"6969",199208,664.823,"Electrical Energy"," Industrial Sector "
"6970",199209,619.047,"Electrical Energy"," Industrial Sector "
"6971",199210,613.598,"Electrical Energy"," Industrial Sector "
"6972",199211,626.974,"Electrical Energy"," Industrial Sector "
"6973",199212,621.841,"Electrical Energy"," Industrial Sector "
"6974",199213,7495.614,"Electrical Energy"," Industrial Sector "
"6975",199301,600.25,"Electrical Energy"," Industrial Sector "
"6976",199302,559.673,"Electrical Energy"," Industrial Sector "
"6977",199303,609.296,"Electrical Energy"," Industrial Sector "
"6978",199304,582.334,"Electrical Energy"," Industrial Sector "
"6979",199305,649.725,"Electrical Energy"," Industrial Sector "
"6980",199306,688.934,"Electrical Energy"," Industrial Sector "
"6981",199307,694.137,"Electrical Energy"," Industrial Sector "
"6982",199308,687.028,"Electrical Energy"," Industrial Sector "
"6983",199309,581.797,"Electrical Energy"," Industrial Sector "
"6984",199310,618.787,"Electrical Energy"," Industrial Sector "
"6985",199311,632.701,"Electrical Energy"," Industrial Sector "
"6986",199312,634.597,"Electrical Energy"," Industrial Sector "
"6987",199313,7541.408,"Electrical Energy"," Industrial Sector "
"6988",199401,617.995,"Electrical Energy"," Industrial Sector "
"6989",199402,543.692,"Electrical Energy"," Industrial Sector "
"6990",199403,615.413,"Electrical Energy"," Industrial Sector "
"6991",199404,601.827,"Electrical Energy"," Industrial Sector "
"6992",199405,667.711,"Electrical Energy"," Industrial Sector "
"6993",199406,714.059,"Electrical Energy"," Industrial Sector "
"6994",199407,680.662,"Electrical Energy"," Industrial Sector "
"6995",199408,706.033,"Electrical Energy"," Industrial Sector "
"6996",199409,617.47,"Electrical Energy"," Industrial Sector "
"6997",199410,644.172,"Electrical Energy"," Industrial Sector "
"6998",199411,641.817,"Electrical Energy"," Industrial Sector "
"6999",199412,638.516,"Electrical Energy"," Industrial Sector "
"7000",199413,7689.273,"Electrical Energy"," Industrial Sector "
"7001",199501,617.638,"Electrical Energy"," Industrial Sector "
"7002",199502,558.775,"Electrical Energy"," Industrial Sector "
"7003",199503,627.322,"Electrical Energy"," Industrial Sector "
"7004",199504,613.939,"Electrical Energy"," Industrial Sector "
"7005",199505,682.146,"Electrical Energy"," Industrial Sector "
"7006",199506,688.869,"Electrical Energy"," Industrial Sector "
"7007",199507,723.527,"Electrical Energy"," Industrial Sector "
"7008",199508,739.666,"Electrical Energy"," Industrial Sector "
"7009",199509,606.535,"Electrical Energy"," Industrial Sector "
"7010",199510,648.319,"Electrical Energy"," Industrial Sector "
"7011",199511,633.468,"Electrical Energy"," Industrial Sector "
"7012",199512,648.759,"Electrical Energy"," Industrial Sector "
"7013",199513,7796.118,"Electrical Energy"," Industrial Sector "
"7014",199601,623.485,"Electrical Energy"," Industrial Sector "
"7015",199602,591.758,"Electrical Energy"," Industrial Sector "
"7016",199603,642.111,"Electrical Energy"," Industrial Sector "
"7017",199604,610.841,"Electrical Energy"," Industrial Sector "
"7018",199605,723.513,"Electrical Energy"," Industrial Sector "
"7019",199606,707.732,"Electrical Energy"," Industrial Sector "
"7020",199607,720.719,"Electrical Energy"," Industrial Sector "
"7021",199608,722.776,"Electrical Energy"," Industrial Sector "
"7022",199609,636.266,"Electrical Energy"," Industrial Sector "
"7023",199610,675.543,"Electrical Energy"," Industrial Sector "
"7024",199611,663.196,"Electrical Energy"," Industrial Sector "
"7025",199612,650.928,"Electrical Energy"," Industrial Sector "
"7026",199613,7967.52,"Electrical Energy"," Industrial Sector "
"7027",199701,628.955,"Electrical Energy"," Industrial Sector "
"7028",199702,561.454,"Electrical Energy"," Industrial Sector "
"7029",199703,641.095,"Electrical Energy"," Industrial Sector "
"7030",199704,627.042,"Electrical Energy"," Industrial Sector "
"7031",199705,697.398,"Electrical Energy"," Industrial Sector "
"7032",199706,721.369,"Electrical Energy"," Industrial Sector "
"7033",199707,738.193,"Electrical Energy"," Industrial Sector "
"7034",199708,730.007,"Electrical Energy"," Industrial Sector "
"7035",199709,664.106,"Electrical Energy"," Industrial Sector "
"7036",199710,656.296,"Electrical Energy"," Industrial Sector "
"7037",199711,645.698,"Electrical Energy"," Industrial Sector "
"7038",199712,656.451,"Electrical Energy"," Industrial Sector "
"7039",199713,7971.761,"Electrical Energy"," Industrial Sector "
"7040",199801,620.659,"Electrical Energy"," Industrial Sector "
"7041",199802,582.952,"Electrical Energy"," Industrial Sector "
"7042",199803,658.879,"Electrical Energy"," Industrial Sector "
"7043",199804,629.183,"Electrical Energy"," Industrial Sector "
"7044",199805,753.374,"Electrical Energy"," Industrial Sector "
"7045",199806,744.479,"Electrical Energy"," Industrial Sector "
"7046",199807,733.029,"Electrical Energy"," Industrial Sector "
"7047",199808,739.909,"Electrical Energy"," Industrial Sector "
"7048",199809,658.795,"Electrical Energy"," Industrial Sector "
"7049",199810,642.295,"Electrical Energy"," Industrial Sector "
"7050",199811,633.247,"Electrical Energy"," Industrial Sector "
"7051",199812,674.13,"Electrical Energy"," Industrial Sector "
"7052",199813,8079.124,"Electrical Energy"," Industrial Sector "
"7053",199901,639.104,"Electrical Energy"," Industrial Sector "
"7054",199902,608.539,"Electrical Energy"," Industrial Sector "
"7055",199903,678.243,"Electrical Energy"," Industrial Sector "
"7056",199904,676.296,"Electrical Energy"," Industrial Sector "
"7057",199905,748.852,"Electrical Energy"," Industrial Sector "
"7058",199906,744.814,"Electrical Energy"," Industrial Sector "
"7059",199907,771.245,"Electrical Energy"," Industrial Sector "
"7060",199908,741.077,"Electrical Energy"," Industrial Sector "
"7061",199909,634.299,"Electrical Energy"," Industrial Sector "
"7062",199910,654.236,"Electrical Energy"," Industrial Sector "
"7063",199911,651.753,"Electrical Energy"," Industrial Sector "
"7064",199912,650.256,"Electrical Energy"," Industrial Sector "
"7065",199913,8203.112,"Electrical Energy"," Industrial Sector "
"7066",200001,688.111,"Electrical Energy"," Industrial Sector "
"7067",200002,626.999,"Electrical Energy"," Industrial Sector "
"7068",200003,707.673,"Electrical Energy"," Industrial Sector "
"7069",200004,685.439,"Electrical Energy"," Industrial Sector "
"7070",200005,776.784,"Electrical Energy"," Industrial Sector "
"7071",200006,733.149,"Electrical Energy"," Industrial Sector "
"7072",200007,712.944,"Electrical Energy"," Industrial Sector "
"7073",200008,740.303,"Electrical Energy"," Industrial Sector "
"7074",200009,621.932,"Electrical Energy"," Industrial Sector "
"7075",200010,639.693,"Electrical Energy"," Industrial Sector "
"7076",200011,651.733,"Electrical Energy"," Industrial Sector "
"7077",200012,629.329,"Electrical Energy"," Industrial Sector "
"7078",200013,8208.02,"Electrical Energy"," Industrial Sector "
"7079",200101,601.484,"Electrical Energy"," Industrial Sector "
"7080",200102,571.343,"Electrical Energy"," Industrial Sector "
"7081",200103,641.02,"Electrical Energy"," Industrial Sector "
"7082",200104,611.514,"Electrical Energy"," Industrial Sector "
"7083",200105,683.816,"Electrical Energy"," Industrial Sector "
"7084",200106,672.98,"Electrical Energy"," Industrial Sector "
"7085",200107,658.652,"Electrical Energy"," Industrial Sector "
"7086",200108,672.581,"Electrical Energy"," Industrial Sector "
"7087",200109,573.851,"Electrical Energy"," Industrial Sector "
"7088",200110,621.62,"Electrical Energy"," Industrial Sector "
"7089",200111,600.694,"Electrical Energy"," Industrial Sector "
"7090",200112,616.49,"Electrical Energy"," Industrial Sector "
"7091",200113,7525.905,"Electrical Energy"," Industrial Sector "
"7092",200201,578.496,"Electrical Energy"," Industrial Sector "
"7093",200202,552.305,"Electrical Energy"," Industrial Sector "
"7094",200203,615.871,"Electrical Energy"," Industrial Sector "
"7095",200204,616.382,"Electrical Energy"," Industrial Sector "
"7096",200205,662.183,"Electrical Energy"," Industrial Sector "
"7097",200206,671.957,"Electrical Energy"," Industrial Sector "
"7098",200207,688.417,"Electrical Energy"," Industrial Sector "
"7099",200208,666.41,"Electrical Energy"," Industrial Sector "
"7100",200209,599.472,"Electrical Energy"," Industrial Sector "
"7101",200210,607.001,"Electrical Energy"," Industrial Sector "
"7102",200211,612.003,"Electrical Energy"," Industrial Sector "
"7103",200212,615.044,"Electrical Energy"," Industrial Sector "
"7104",200213,7484.214,"Electrical Energy"," Industrial Sector "
"7105",200301,610.657,"Electrical Energy"," Industrial Sector "
"7106",200302,554.517,"Electrical Energy"," Industrial Sector "
"7107",200303,606.747,"Electrical Energy"," Industrial Sector "
"7108",200304,619.884,"Electrical Energy"," Industrial Sector "
"7109",200305,662.44,"Electrical Energy"," Industrial Sector "
"7110",200306,667.756,"Electrical Energy"," Industrial Sector "
"7111",200307,665.174,"Electrical Energy"," Industrial Sector "
"7112",200308,680.893,"Electrical Energy"," Industrial Sector "
"7113",200309,590.361,"Electrical Energy"," Industrial Sector "
"7114",200310,638.87,"Electrical Energy"," Industrial Sector "
"7115",200311,639.799,"Electrical Energy"," Industrial Sector "
"7116",200312,631.566,"Electrical Energy"," Industrial Sector "
"7117",200313,7565.172,"Electrical Energy"," Industrial Sector "
"7118",200401,609.842,"Electrical Energy"," Industrial Sector "
"7119",200402,576.318,"Electrical Energy"," Industrial Sector "
"7120",200403,609.327,"Electrical Energy"," Industrial Sector "
"7121",200404,605.359,"Electrical Energy"," Industrial Sector "
"7122",200405,695.968,"Electrical Energy"," Industrial Sector "
"7123",200406,651.468,"Electrical Energy"," Industrial Sector "
"7124",200407,673.719,"Electrical Energy"," Industrial Sector "
"7125",200408,668.461,"Electrical Energy"," Industrial Sector "
"7126",200409,621.458,"Electrical Energy"," Industrial Sector "
"7127",200410,632.301,"Electrical Energy"," Industrial Sector "
"7128",200411,637.715,"Electrical Energy"," Industrial Sector "
"7129",200412,649.854,"Electrical Energy"," Industrial Sector "
"7130",200413,7631.278,"Electrical Energy"," Industrial Sector "
"7131",200501,618.615,"Electrical Energy"," Industrial Sector "
"7132",200502,556.029,"Electrical Energy"," Industrial Sector "
"7133",200503,611.729,"Electrical Energy"," Industrial Sector "
"7134",200504,595.292,"Electrical Energy"," Industrial Sector "
"7135",200505,674.497,"Electrical Energy"," Industrial Sector "
"7136",200506,673.391,"Electrical Energy"," Industrial Sector "
"7137",200507,674.099,"Electrical Energy"," Industrial Sector "
"7138",200508,673.598,"Electrical Energy"," Industrial Sector "
"7139",200509,604.124,"Electrical Energy"," Industrial Sector "
"7140",200510,604.005,"Electrical Energy"," Industrial Sector "
"7141",200511,626.588,"Electrical Energy"," Industrial Sector "
"7142",200512,641.333,"Electrical Energy"," Industrial Sector "
"7143",200513,7553.763,"Electrical Energy"," Industrial Sector "
"7144",200601,586.115,"Electrical Energy"," Industrial Sector "
"7145",200602,578.055,"Electrical Energy"," Industrial Sector "
"7146",200603,601.448,"Electrical Energy"," Industrial Sector "
"7147",200604,598.472,"Electrical Energy"," Industrial Sector "
"7148",200605,665.28,"Electrical Energy"," Industrial Sector "
"7149",200606,652.216,"Electrical Energy"," Industrial Sector "
"7150",200607,671.428,"Electrical Energy"," Industrial Sector "
"7151",200608,658.185,"Electrical Energy"," Industrial Sector "
"7152",200609,581.193,"Electrical Energy"," Industrial Sector "
"7153",200610,616.727,"Electrical Energy"," Industrial Sector "
"7154",200611,599.498,"Electrical Energy"," Industrial Sector "
"7155",200612,602.379,"Electrical Energy"," Industrial Sector "
"7156",200613,7411.239,"Electrical Energy"," Industrial Sector "
"7157",200701,623.157,"Electrical Energy"," Industrial Sector "
"7158",200702,549.389,"Electrical Energy"," Industrial Sector "
"7159",200703,596.478,"Electrical Energy"," Industrial Sector "
"7160",200704,606.46,"Electrical Energy"," Industrial Sector "
"7161",200705,657.782,"Electrical Energy"," Industrial Sector "
"7162",200706,655.085,"Electrical Energy"," Industrial Sector "
"7163",200707,661.537,"Electrical Energy"," Industrial Sector "
"7164",200708,693.406,"Electrical Energy"," Industrial Sector "
"7165",200709,591.1,"Electrical Energy"," Industrial Sector "
"7166",200710,625.117,"Electrical Energy"," Industrial Sector "
"7167",200711,616.654,"Electrical Energy"," Industrial Sector "
"7168",200712,637.857,"Electrical Energy"," Industrial Sector "
"7169",200713,7515.354,"Electrical Energy"," Industrial Sector "
"7170",200801,606.74,"Electrical Energy"," Industrial Sector "
"7171",200802,563.78,"Electrical Energy"," Industrial Sector "
"7172",200803,604.035,"Electrical Energy"," Industrial Sector "
"7173",200804,603.301,"Electrical Energy"," Industrial Sector "
"7174",200805,667.22,"Electrical Energy"," Industrial Sector "
"7175",200806,664.375,"Electrical Energy"," Industrial Sector "
"7176",200807,658.19,"Electrical Energy"," Industrial Sector "
"7177",200808,646.548,"Electrical Energy"," Industrial Sector "
"7178",200809,585.085,"Electrical Energy"," Industrial Sector "
"7179",200810,599.888,"Electrical Energy"," Industrial Sector "
"7180",200811,589.959,"Electrical Energy"," Industrial Sector "
"7181",200812,571.04,"Electrical Energy"," Industrial Sector "
"7182",200813,7361.638,"Electrical Energy"," Industrial Sector "
"7183",200901,547.472,"Electrical Energy"," Industrial Sector "
"7184",200902,479.619,"Electrical Energy"," Industrial Sector "
"7185",200903,527.72,"Electrical Energy"," Industrial Sector "
"7186",200904,522.375,"Electrical Energy"," Industrial Sector "
"7187",200905,568.366,"Electrical Energy"," Industrial Sector "
"7188",200906,573.593,"Electrical Energy"," Industrial Sector "
"7189",200907,562.539,"Electrical Energy"," Industrial Sector "
"7190",200908,590.19,"Electrical Energy"," Industrial Sector "
"7191",200909,532.202,"Electrical Energy"," Industrial Sector "
"7192",200910,545.735,"Electrical Energy"," Industrial Sector "
"7193",200911,548.6,"Electrical Energy"," Industrial Sector "
"7194",200912,579.042,"Electrical Energy"," Industrial Sector "
"7195",200913,6579.772,"Electrical Energy"," Industrial Sector "
"7196",201001,535.197,"Electrical Energy"," Industrial Sector "
"7197",201002,510.698,"Electrical Energy"," Industrial Sector "
"7198",201003,538.05,"Electrical Energy"," Industrial Sector "
"7199",201004,542.608,"Electrical Energy"," Industrial Sector "
"7200",201005,635.178,"Electrical Energy"," Industrial Sector "
"7201",201006,625.102,"Electrical Energy"," Industrial Sector "
"7202",201007,621.305,"Electrical Energy"," Industrial Sector "
"7203",201008,626.246,"Electrical Energy"," Industrial Sector "
"7204",201009,556.561,"Electrical Energy"," Industrial Sector "
"7205",201010,558.611,"Electrical Energy"," Industrial Sector "
"7206",201011,580.764,"Electrical Energy"," Industrial Sector "
"7207",201012,603.71,"Electrical Energy"," Industrial Sector "
"7208",201013,6933.943,"Electrical Energy"," Industrial Sector "
"7209",201101,559.955,"Electrical Energy"," Industrial Sector "
"7210",201102,512.302,"Electrical Energy"," Industrial Sector "
"7211",201103,583.119,"Electrical Energy"," Industrial Sector "
"7212",201104,571.008,"Electrical Energy"," Industrial Sector "
"7213",201105,606.204,"Electrical Energy"," Industrial Sector "
"7214",201106,612.966,"Electrical Energy"," Industrial Sector "
"7215",201107,645.518,"Electrical Energy"," Industrial Sector "
"7216",201108,623.166,"Electrical Energy"," Industrial Sector "
"7217",201109,552.021,"Electrical Energy"," Industrial Sector "
"7218",201110,579.127,"Electrical Energy"," Industrial Sector "
"7219",201111,580.847,"Electrical Energy"," Industrial Sector "
"7220",201112,578.748,"Electrical Energy"," Industrial Sector "
"7221",201113,7005.131,"Electrical Energy"," Industrial Sector "
"7222",201201,546.979,"Electrical Energy"," Industrial Sector "
"7223",201202,525.326,"Electrical Energy"," Industrial Sector "
"7224",201203,550.14,"Electrical Energy"," Industrial Sector "
"7225",201204,546.142,"Electrical Energy"," Industrial Sector "
"7226",201205,610.857,"Electrical Energy"," Industrial Sector "
"7227",201206,590.958,"Electrical Energy"," Industrial Sector "
"7228",201207,623.801,"Electrical Energy"," Industrial Sector "
"7229",201208,600.386,"Electrical Energy"," Industrial Sector "
"7230",201209,534.991,"Electrical Energy"," Industrial Sector "
"7231",201210,556.345,"Electrical Energy"," Industrial Sector "
"7232",201211,551.515,"Electrical Energy"," Industrial Sector "
"7233",201212,568.875,"Electrical Energy"," Industrial Sector "
"7234",201213,6809.928,"Electrical Energy"," Industrial Sector "
"7235",201301,552.97,"Electrical Energy"," Industrial Sector "
"7236",201302,505.693,"Electrical Energy"," Industrial Sector "
"7237",201303,553.305,"Electrical Energy"," Industrial Sector "
"7238",201304,540.742,"Electrical Energy"," Industrial Sector "
"7239",201305,602.077,"Electrical Energy"," Industrial Sector "
"7240",201306,598.853,"Electrical Energy"," Industrial Sector "
"7241",201307,607.021,"Electrical Energy"," Industrial Sector "
"7242",201308,603.49,"Electrical Energy"," Industrial Sector "
"7243",201309,541.709,"Electrical Energy"," Industrial Sector "
"7244",201310,553.062,"Electrical Energy"," Industrial Sector "
"7245",201311,567.167,"Electrical Energy"," Industrial Sector "
"7246",201312,557.811,"Electrical Energy"," Industrial Sector "
"7247",201313,6784.576,"Electrical Energy"," Industrial Sector "
"7248",201401,567.002,"Electrical Energy"," Industrial Sector "
"7249",201402,495.688,"Electrical Energy"," Industrial Sector "
"7250",201403,558.83,"Electrical Energy"," Industrial Sector "
"7251",201404,537.876,"Electrical Energy"," Industrial Sector "
"7252",201405,604.916,"Electrical Energy"," Industrial Sector "
"7253",201406,606.783,"Electrical Energy"," Industrial Sector "
"7254",201407,615.621,"Electrical Energy"," Industrial Sector "
"7255",201408,619.009,"Electrical Energy"," Industrial Sector "
"7256",201409,544.649,"Electrical Energy"," Industrial Sector "
"7257",201410,555.42,"Electrical Energy"," Industrial Sector "
"7258",201411,575.344,"Electrical Energy"," Industrial Sector "
"7259",201412,550.234,"Electrical Energy"," Industrial Sector "
"7260",201413,6832.351,"Electrical Energy"," Industrial Sector "
"7261",201501,539.093,"Electrical Energy"," Industrial Sector "
"7262",201502,514.514,"Electrical Energy"," Industrial Sector "
"7263",201503,511.78,"Electrical Energy"," Industrial Sector "
"7264",201504,521.067,"Electrical Energy"," Industrial Sector "
"7265",201505,580.998,"Electrical Energy"," Industrial Sector "
"7266",201506,599.348,"Electrical Energy"," Industrial Sector "
"7267",201507,605.042,"Electrical Energy"," Industrial Sector "
"7268",201508,590.697,"Electrical Energy"," Industrial Sector "
"7269",201509,538.242,"Electrical Energy"," Industrial Sector "
"7270",201510,527.528,"Electrical Energy"," Industrial Sector "
"7271",201511,526.455,"Electrical Energy"," Industrial Sector "
"7272",201512,520.4,"Electrical Energy"," Industrial Sector "
"7273",201513,6577.754,"Electrical Energy"," Industrial Sector "
"7274",201601,533.646,"Electrical Energy"," Industrial Sector "
"7275",201602,485.169,"Electrical Energy"," Industrial Sector "
"7276",201603,504.227,"Electrical Energy"," Industrial Sector "
"7277",201604,515.584,"Electrical Energy"," Industrial Sector "
"7278",201605,557.057,"Electrical Energy"," Industrial Sector "
"7279",201606,577.91,"Electrical Energy"," Industrial Sector "
"7280",201607,599.699,"Electrical Energy"," Industrial Sector "
"7281",201608,583.446,"Electrical Energy"," Industrial Sector "
"7282",201609,518.801,"Electrical Energy"," Industrial Sector "
"7283",201610,521.534,"Electrical Energy"," Industrial Sector "
"7284",201611,512.125,"Electrical Energy"," Industrial Sector "
"7285",201612,547.751,"Electrical Energy"," Industrial Sector "
"7286",201613,6461.063,"Electrical Energy"," Industrial Sector "
"7287",201701,526.524,"Electrical Energy"," Industrial Sector "
"7288",201702,474.51,"Electrical Energy"," Industrial Sector "
"7289",201703,538.844,"Electrical Energy"," Industrial Sector "
"7290",201704,514.368,"Electrical Energy"," Industrial Sector "
"7291",201705,564.922,"Electrical Energy"," Industrial Sector "
"7292",201706,568.439,"Electrical Energy"," Industrial Sector "
"7293",201707,589.705,"Electrical Energy"," Industrial Sector "
"7294",201708,570.36,"Electrical Energy"," Industrial Sector "
"7295",201709,522.025,"Electrical Energy"," Industrial Sector "
"7296",201710,531.591,"Electrical Energy"," Industrial Sector "
"7297",201711,529.025,"Electrical Energy"," Industrial Sector "
"7298",201712,555.544,"Electrical Energy"," Industrial Sector "
"7299",201713,6486.548,"Electrical Energy"," Industrial Sector "
"7300",201801,526.652,"Electrical Energy"," Industrial Sector "
"7301",201802,468.427,"Electrical Energy"," Industrial Sector "
"7302",201803,523.661,"Electrical Energy"," Industrial Sector "
"7303",201804,507.848,"Electrical Energy"," Industrial Sector "
"7304",201805,586.828,"Electrical Energy"," Industrial Sector "
"7305",201806,569.141,"Electrical Energy"," Industrial Sector "
"7306",201807,590.004,"Electrical Energy"," Industrial Sector "
"7307",201808,584.316,"Electrical Energy"," Industrial Sector "
"7308",201809,529.556,"Electrical Energy"," Industrial Sector "
"7309",201810,521.26,"Electrical Energy"," Industrial Sector "
"7310",201811,545.654,"Electrical Energy"," Industrial Sector "
"7311",201812,530.573,"Electrical Energy"," Industrial Sector "
"7312",201813,6483.583,"Electrical Energy"," Industrial Sector "
"7313",201901,537.308,"Electrical Energy"," Industrial Sector "
"7314",201902,474.455,"Electrical Energy"," Industrial Sector "
"7315",201903,513.302,"Electrical Energy"," Industrial Sector "
"7316",201904,505.867,"Electrical Energy"," Industrial Sector "
"7317",201905,559.383,"Electrical Energy"," Industrial Sector "
"7318",201906,549.086,"Electrical Energy"," Industrial Sector "
"7319",201907,577.993,"Electrical Energy"," Industrial Sector "
"7320",201908,567.636,"Electrical Energy"," Industrial Sector "
"7321",201909,520.164,"Electrical Energy"," Industrial Sector "
"7322",201910,492.268,"Electrical Energy"," Industrial Sector "
"7323",201911,514.625,"Electrical Energy"," Industrial Sector "
"7324",201912,504.086,"Electrical Energy"," Industrial Sector "
"7325",201913,6315.09,"Electrical Energy"," Industrial Sector "
"7326",202001,497.903,"Electrical Energy"," Industrial Sector "
"7327",202002,484.894,"Electrical Energy"," Industrial Sector "
"7328",202003,486.946,"Electrical Energy"," Industrial Sector "
"7329",202004,436.268,"Electrical Energy"," Industrial Sector "
"7330",202005,479.12,"Electrical Energy"," Industrial Sector "
"7331",202006,500.755,"Electrical Energy"," Industrial Sector "
"7332",202007,529.272,"Electrical Energy"," Industrial Sector "
"7333",202008,539.606,"Electrical Energy"," Industrial Sector "
"7334",202009,469.022,"Electrical Energy"," Industrial Sector "
"7335",202010,492.176,"Electrical Energy"," Industrial Sector "
"7336",202011,496.375,"Electrical Energy"," Industrial Sector "
"7337",202012,499.866,"Electrical Energy"," Industrial Sector "
"7338",202013,5915.626,"Electrical Energy"," Industrial Sector "
"7339",202101,501.66,"Electrical Energy"," Industrial Sector "
"7340",202102,470.5,"Electrical Energy"," Industrial Sector "
"7341",202103,465.599,"Electrical Energy"," Industrial Sector "
"7342",202104,482.257,"Electrical Energy"," Industrial Sector "
"7343",202105,533.342,"Electrical Energy"," Industrial Sector "
"7344",202106,553.676,"Electrical Energy"," Industrial Sector "
"7345",202107,565.003,"Electrical Energy"," Industrial Sector "
"7346",202108,567.774,"Electrical Energy"," Industrial Sector "
"7347",202109,497.483,"Electrical Energy"," Industrial Sector "
"7348",202110,503.717,"Electrical Energy"," Industrial Sector "
"7349",202111,522.552,"Electrical Energy"," Industrial Sector "
"7350",202112,523.82,"Electrical Energy"," Industrial Sector "
"7351",202113,6188.935,"Electrical Energy"," Industrial Sector "
"7352",202201,557.679,"Electrical Energy"," Industrial Sector "
"7353",202202,472.49,"Electrical Energy"," Industrial Sector "
"7354",202203,507.988,"Electrical Energy"," Industrial Sector "
"7355",202204,495.547,"Electrical Energy"," Industrial Sector "
"7356",202205,556.311,"Electrical Energy"," Industrial Sector "
"7357",202206,570.418,"Electrical Energy"," Industrial Sector "
"7358",202207,571.569,"Electrical Energy"," Industrial Sector "
"7359",202208,557.843,"Electrical Energy"," Industrial Sector "
"7360",194913,14709.664,"Total","Industrial"
"7361",195013,16223.978,"Total","Industrial"
"7362",195113,17657.898,"Total","Industrial"
"7363",195213,17289.295,"Total","Industrial"
"7364",195313,18187.575,"Total","Industrial"
"7365",195413,17131.525,"Total","Industrial"
"7366",195513,19454.57,"Total","Industrial"
"7367",195613,20176.606,"Total","Industrial"
"7368",195713,20184.594,"Total","Industrial"
"7369",195813,19284.926,"Total","Industrial"
"7370",195913,20289.953,"Total","Industrial"
"7371",196013,20795.437,"Total","Industrial"
"7372",196113,20907.531,"Total","Industrial"
"7373",196213,21736.21,"Total","Industrial"
"7374",196313,22694.994,"Total","Industrial"
"7375",196413,24051.335,"Total","Industrial"
"7376",196513,25035.156,"Total","Industrial"
"7377",196613,26355.735,"Total","Industrial"
"7378",196713,26603.802,"Total","Industrial"
"7379",196813,27869.286,"Total","Industrial"
"7380",196913,29086.665,"Total","Industrial"
"7381",197013,29605.448,"Total","Industrial"
"7382",197113,29562.393,"Total","Industrial"
"7383",197213,30901.306,"Total","Industrial"
"7384",197301,2673.882,"Total","Industrial"
"7385",197302,2432.592,"Total","Industrial"
"7386",197303,2561.729,"Total","Industrial"
"7387",197304,2540.02,"Total","Industrial"
"7388",197305,2747.831,"Total","Industrial"
"7389",197306,2657.89,"Total","Industrial"
"7390",197307,2708.501,"Total","Industrial"
"7391",197308,2841.831,"Total","Industrial"
