"","YYYYMM","Value","energy_type","sector"
"2143",198108,1075.509,"Total","Residential"
"2144",198109,939.617,"Total","Residential"
"2145",198110,1046.335,"Total","Residential"
"2146",198111,1186.174,"Total","Residential"
"2147",198112,1622.184,"Total","Residential"
"2148",198113,15261.934,"Total","Residential"
"2149",198201,2058.643,"Total","Residential"
"2150",198202,1757.891,"Total","Residential"
"2151",198203,1541.14,"Total","Residential"
"2152",198204,1296.61,"Total","Residential"
"2153",198205,999.916,"Total","Residential"
"2154",198206,960.126,"Total","Residential"
"2155",198207,1090.934,"Total","Residential"
"2156",198208,1087.973,"Total","Residential"
"2157",198209,1010.53,"Total","Residential"
"2158",198210,1002.061,"Total","Residential"
"2159",198211,1172.649,"Total","Residential"
"2160",198212,1549.38,"Total","Residential"
"2161",198213,15531.314,"Total","Residential"
"2162",198301,1936.537,"Total","Residential"
"2163",198302,1593.065,"Total","Residential"
"2164",198303,1502.133,"Total","Residential"
"2165",198304,1280.932,"Total","Residential"
"2166",198305,1029.688,"Total","Residential"
"2167",198306,967.119,"Total","Residential"
"2168",198307,1125.715,"Total","Residential"
"2169",198308,1199.584,"Total","Residential"
"2170",198309,1040.331,"Total","Residential"
"2171",198310,970.636,"Total","Residential"
"2172",198311,1134.923,"Total","Residential"
"2173",198312,1642.798,"Total","Residential"
"2174",198313,15425.469,"Total","Residential"
"2175",198401,2147.184,"Total","Residential"
"2176",198402,1685.511,"Total","Residential"
"2177",198403,1602.321,"Total","Residential"
"2178",198404,1294.122,"Total","Residential"
"2179",198405,1102.688,"Total","Residential"
"2180",198406,1041.502,"Total","Residential"
"2181",198407,1119.507,"Total","Residential"
"2182",198408,1154.869,"Total","Residential"
"2183",198409,1018.654,"Total","Residential"
"2184",198410,1000.712,"Total","Residential"
"2185",198411,1195.634,"Total","Residential"
"2186",198412,1592.544,"Total","Residential"
"2187",198413,15959.927,"Total","Residential"
"2188",198501,1976.204,"Total","Residential"
"2189",198502,1928.938,"Total","Residential"
"2190",198503,1523.566,"Total","Residential"
"2191",198504,1205.273,"Total","Residential"
"2192",198505,1007.27,"Total","Residential"
"2193",198506,1023.661,"Total","Residential"
"2194",198507,1135.445,"Total","Residential"
"2195",198508,1143.572,"Total","Residential"
"2196",198509,1052.439,"Total","Residential"
"2197",198510,1045.758,"Total","Residential"
"2198",198511,1186.129,"Total","Residential"
"2199",198512,1813.897,"Total","Residential"
"2200",198513,16041.743,"Total","Residential"
"2201",198601,1999.223,"Total","Residential"
"2202",198602,1699.162,"Total","Residential"
"2203",198603,1548.351,"Total","Residential"
"2204",198604,1182.404,"Total","Residential"
"2205",198605,1051.076,"Total","Residential"
"2206",198606,1048.386,"Total","Residential"
"2207",198607,1237.247,"Total","Residential"
"2208",198608,1175.908,"Total","Residential"
"2209",198609,1037.421,"Total","Residential"
"2210",198610,1069.8,"Total","Residential"
"2211",198611,1234.082,"Total","Residential"
"2212",198612,1688.232,"Total","Residential"
"2213",198613,15975.51,"Total","Residential"
"2214",198701,1952.635,"Total","Residential"
"2215",198702,1697.446,"Total","Residential"
"2216",198703,1566.591,"Total","Residential"
"2217",198704,1250.063,"Total","Residential"
"2218",198705,1072.57,"Total","Residential"
"2219",198706,1098.797,"Total","Residential"
"2220",198707,1251.754,"Total","Residential"
"2221",198708,1257.667,"Total","Residential"
"2222",198709,1064.832,"Total","Residential"
"2223",198710,1102.272,"Total","Residential"
"2224",198711,1248.118,"Total","Residential"
"2225",198712,1702.152,"Total","Residential"
"2226",198713,16263.66,"Total","Residential"
"2227",198801,2154.647,"Total","Residential"
"2228",198802,1874.437,"Total","Residential"
"2229",198803,1638.77,"Total","Residential"
"2230",198804,1264.537,"Total","Residential"
"2231",198805,1102.731,"Total","Residential"
"2232",198806,1110.167,"Total","Residential"
"2233",198807,1298.35,"Total","Residential"
"2234",198808,1357.804,"Total","Residential"
"2235",198809,1101.053,"Total","Residential"
"2236",198810,1130.472,"Total","Residential"
"2237",198811,1321.197,"Total","Residential"
"2238",198812,1780.013,"Total","Residential"
"2239",198813,17133.058,"Total","Residential"
"2240",198901,1986.843,"Total","Residential"
"2241",198902,1866.239,"Total","Residential"
"2242",198903,1779.409,"Total","Residential"
"2243",198904,1341.178,"Total","Residential"
"2244",198905,1169.016,"Total","Residential"
"2245",198906,1161.353,"Total","Residential"
"2246",198907,1306.469,"Total","Residential"
"2247",198908,1304.54,"Total","Residential"
"2248",198909,1165.577,"Total","Residential"
"2249",198910,1174.531,"Total","Residential"
"2250",198911,1389.096,"Total","Residential"
"2251",198912,2146.607,"Total","Residential"
"2252",198913,17790.213,"Total","Residential"
"2253",199001,2039.103,"Total","Residential"
"2254",199002,1658.451,"Total","Residential"
"2255",199003,1568.834,"Total","Residential"
"2256",199004,1298.758,"Total","Residential"
"2257",199005,1137.206,"Total","Residential"
"2258",199006,1184.973,"Total","Residential"
"2259",199007,1319.241,"Total","Residential"
"2260",199008,1306.535,"Total","Residential"
"2261",199009,1199.3,"Total","Residential"
"2262",199010,1151.258,"Total","Residential"
"2263",199011,1296.228,"Total","Residential"
"2264",199012,1772.441,"Total","Residential"
"2265",199013,16940.519,"Total","Residential"
"2266",199101,2161.278,"Total","Residential"
"2267",199102,1701.03,"Total","Residential"
"2268",199103,1613.391,"Total","Residential"
"2269",199104,1271.046,"Total","Residential"
"2270",199105,1174.049,"Total","Residential"
"2271",199106,1214.612,"Total","Residential"
"2272",199107,1370.797,"Total","Residential"
"2273",199108,1322.906,"Total","Residential"
"2274",199109,1167.891,"Total","Residential"
"2275",199110,1158.509,"Total","Residential"
"2276",199111,1448.293,"Total","Residential"
"2277",199112,1815.765,"Total","Residential"
"2278",199113,17419.82,"Total","Residential"
"2279",199201,2065.181,"Total","Residential"
"2280",199202,1779.268,"Total","Residential"
"2281",199203,1612.03,"Total","Residential"
"2282",199204,1359.59,"Total","Residential"
"2283",199205,1138.553,"Total","Residential"
"2284",199206,1122.959,"Total","Residential"
"2285",199207,1310.574,"Total","Residential"
"2286",199208,1256.084,"Total","Residential"
"2287",199209,1162.736,"Total","Residential"
"2288",199210,1171.129,"Total","Residential"
"2289",199211,1416.97,"Total","Residential"
"2290",199212,1961.895,"Total","Residential"
"2291",199213,17355.252,"Total","Residential"
"2292",199301,2117.041,"Total","Residential"
"2293",199302,1890.586,"Total","Residential"
"2294",199303,1851.594,"Total","Residential"
"2295",199304,1384.536,"Total","Residential"
"2296",199305,1114.268,"Total","Residential"
"2297",199306,1196.755,"Total","Residential"
"2298",199307,1449.525,"Total","Residential"
"2299",199308,1438.986,"Total","Residential"
"2300",199309,1216.28,"Total","Residential"
"2301",199310,1181.48,"Total","Residential"
"2302",199311,1453.616,"Total","Residential"
"2303",199312,1919.447,"Total","Residential"
"2304",199313,18212.1,"Total","Residential"
"2305",199401,2367.769,"Total","Residential"
"2306",199402,2005.119,"Total","Residential"
"2307",199403,1721.821,"Total","Residential"
"2308",199404,1308.979,"Total","Residential"
"2309",199405,1164.055,"Total","Residential"
"2310",199406,1266.84,"Total","Residential"
"2311",199407,1422.355,"Total","Residential"
"2312",199408,1352.653,"Total","Residential"
"2313",199409,1162.406,"Total","Residential"
"2314",199410,1160.627,"Total","Residential"
"2315",199411,1359.334,"Total","Residential"
"2316",199412,1816.508,"Total","Residential"
"2317",199413,18110.761,"Total","Residential"
"2318",199501,2107.667,"Total","Residential"
"2319",199502,1885.385,"Total","Residential"
"2320",199503,1671.724,"Total","Residential"
"2321",199504,1339.436,"Total","Residential"
"2322",199505,1208.962,"Total","Residential"
"2323",199506,1240.833,"Total","Residential"
"2324",199507,1478.715,"Total","Residential"
"2325",199508,1575.547,"Total","Residential"
"2326",199509,1248.099,"Total","Residential"
"2327",199510,1185.374,"Total","Residential"
"2328",199511,1534.78,"Total","Residential"
"2329",199512,2046.469,"Total","Residential"
"2330",199513,18517.171,"Total","Residential"
"2331",199601,2391.893,"Total","Residential"
"2332",199602,2094.974,"Total","Residential"
"2333",199603,1888.223,"Total","Residential"
"2334",199604,1458.599,"Total","Residential"
"2335",199605,1295.287,"Total","Residential"
"2336",199606,1331.957,"Total","Residential"
"2337",199607,1475.941,"Total","Residential"
"2338",199608,1448.203,"Total","Residential"
"2339",199609,1247.125,"Total","Residential"
"2340",199610,1242.048,"Total","Residential"
"2341",199611,1597.996,"Total","Residential"
"2342",199612,2024.858,"Total","Residential"
"2343",199613,19502.447,"Total","Residential"
"2344",199701,2326.163,"Total","Residential"
"2345",199702,1896.43,"Total","Residential"
"2346",199703,1707.421,"Total","Residential"
"2347",199704,1392.826,"Total","Residential"
"2348",199705,1236.444,"Total","Residential"
"2349",199706,1251.823,"Total","Residential"
"2350",199707,1536.308,"Total","Residential"
"2351",199708,1464.042,"Total","Residential"
"2352",199709,1280.337,"Total","Residential"
"2353",199710,1290.949,"Total","Residential"
"2354",199711,1554.456,"Total","Residential"
"2355",199712,2025.745,"Total","Residential"
"2356",199713,18962.848,"Total","Residential"
"2357",199801,2150.511,"Total","Residential"
"2358",199802,1787.859,"Total","Residential"
"2359",199803,1805.183,"Total","Residential"
"2360",199804,1363.939,"Total","Residential"
"2361",199805,1278.563,"Total","Residential"
"2362",199806,1425.664,"Total","Residential"
"2363",199807,1661.838,"Total","Residential"
"2364",199808,1598.055,"Total","Residential"
"2365",199809,1379.417,"Total","Residential"
"2366",199810,1275.657,"Total","Residential"
"2367",199811,1380.78,"Total","Residential"
"2368",199812,1852.705,"Total","Residential"
"2369",199813,18952.471,"Total","Residential"
"2370",199901,2404.592,"Total","Residential"
"2371",199902,1856.671,"Total","Residential"
"2372",199903,1901.501,"Total","Residential"
"2373",199904,1452.413,"Total","Residential"
"2374",199905,1278.647,"Total","Residential"
"2375",199906,1389.855,"Total","Residential"
"2376",199907,1685.751,"Total","Residential"
"2377",199908,1649.913,"Total","Residential"
"2378",199909,1339.534,"Total","Residential"
"2379",199910,1272.496,"Total","Residential"
"2380",199911,1393.703,"Total","Residential"
"2381",199912,1934.585,"Total","Residential"
"2382",199913,19554.197,"Total","Residential"
"2383",200001,2376.644,"Total","Residential"
"2384",200002,2067.246,"Total","Residential"
"2385",200003,1716.727,"Total","Residential"
"2386",200004,1429.67,"Total","Residential"
"2387",200005,1367.622,"Total","Residential"
"2388",200006,1457.37,"Total","Residential"
"2389",200007,1603.549,"Total","Residential"
"2390",200008,1653.544,"Total","Residential"
"2391",200009,1392.954,"Total","Residential"
"2392",200010,1316.008,"Total","Residential"
"2393",200011,1602.448,"Total","Residential"
"2394",200012,2431.274,"Total","Residential"
"2395",200013,20421.765,"Total","Residential"
"2396",200101,2607.896,"Total","Residential"
"2397",200102,2045.654,"Total","Residential"
"2398",200103,1938.578,"Total","Residential"
"2399",200104,1462.889,"Total","Residential"
"2400",200105,1270.906,"Total","Residential"
"2401",200106,1392.83,"Total","Residential"
"2402",200107,1618.098,"Total","Residential"
"2403",200108,1685.043,"Total","Residential"
"2404",200109,1346.634,"Total","Residential"
"2405",200110,1320.879,"Total","Residential"
"2406",200111,1418.882,"Total","Residential"
"2407",200112,1923.622,"Total","Residential"
"2408",200113,20038.277,"Total","Residential"
"2409",200201,2321.869,"Total","Residential"
"2410",200202,1935.889,"Total","Residential"
"2411",200203,1921.425,"Total","Residential"
"2412",200204,1507.561,"Total","Residential"
"2413",200205,1375.9,"Total","Residential"
"2414",200206,1495.406,"Total","Residential"
"2415",200207,1743.077,"Total","Residential"
"2416",200208,1707.559,"Total","Residential"
"2417",200209,1463.574,"Total","Residential"
"2418",200210,1417.144,"Total","Residential"
"2419",200211,1657.876,"Total","Residential"
"2420",200212,2237.906,"Total","Residential"
"2421",200213,20786.494,"Total","Residential"
"2422",200301,2599.786,"Total","Residential"
"2423",200302,2281.551,"Total","Residential"
"2424",200303,1971.244,"Total","Residential"
"2425",200304,1491.005,"Total","Residential"
"2426",200305,1379.464,"Total","Residential"
"2427",200306,1413.121,"Total","Residential"
"2428",200307,1688.921,"Total","Residential"
"2429",200308,1709.401,"Total","Residential"
"2430",200309,1439.162,"Total","Residential"
"2431",200310,1358,"Total","Residential"
"2432",200311,1550.628,"Total","Residential"
"2433",200312,2231.867,"Total","Residential"
"2434",200313,21120.03,"Total","Residential"
"2435",200401,2632.749,"Total","Residential"
"2436",200402,2292.281,"Total","Residential"
"2437",200403,1851.908,"Total","Residential"
"2438",200404,1456.114,"Total","Residential"
"2439",200405,1381.139,"Total","Residential"
"2440",200406,1498.225,"Total","Residential"
"2441",200407,1674.961,"Total","Residential"
"2442",200408,1625.617,"Total","Residential"
"2443",200409,1445.151,"Total","Residential"
"2444",200410,1382.02,"Total","Residential"
"2445",200411,1574.654,"Total","Residential"
"2446",200412,2265.691,"Total","Residential"
"2447",200413,21082.055,"Total","Residential"
"2448",200501,2520.133,"Total","Residential"
"2449",200502,2092.527,"Total","Residential"
"2450",200503,2013.776,"Total","Residential"
"2451",200504,1464.426,"Total","Residential"
"2452",200505,1377.059,"Total","Residential"
"2453",200506,1573.523,"Total","Residential"
"2454",200507,1845.057,"Total","Residential"
"2455",200508,1839.254,"Total","Residential"
